"projectID";"legalBasis";"title";"uniqueProgrammePart"
"101069806";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069806";"HORIZON.2.5.8";"Smart Mobility";""
"101060635";"HORIZON.2.6.3";"Agriculture, Forestry and Rural Areas";""
"101060635";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101059473";"HORIZON.2.6.5";"Food Systems";""
"101059473";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101056765";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101056765";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101056765";"HORIZON.2.5.6";"Industrial Competitiveness in Transport";""
"190185351";"HORIZON.3.1.2";"The Accelerator";""
"190185351";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101060881";"HORIZON.2.6.3";"Agriculture, Forestry and Rural Areas";""
"101060881";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101072239";"HORIZON.3.2";"European innovation ecosystems";"true"
"101060294";"HORIZON.2.6.3";"Agriculture, Forestry and Rural Areas";""
"101060294";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101060529";"HORIZON.2.6.3";"Agriculture, Forestry and Rural Areas";""
"101060529";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101075731";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101075731";"HORIZON.2.5.3";"Energy Systems and Grids";""
"101061653";"HORIZON.2.2";"Culture, creativity and inclusive society";"true"
"101061653";"HORIZON.2.2.1";"Democracy and Governance";""
"101059232";"HORIZON.2.6.3";"Agriculture, Forestry and Rural Areas";""
"101059232";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101082224";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101082224";"HORIZON.2.6.7";"Circular Systems";""
"101069852";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101069852";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069852";"HORIZON.2.5.8";"Smart Mobility";""
"101071842";"HORIZON.3.2";"European innovation ecosystems";"true"
"101069672";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069672";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101060742";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101060742";"HORIZON.2.6.6";"Bio-based Innovation Systems in the EU Bioeconomy";""
"101070303";"HORIZON.2.3.3";"Cybersecurity";""
"101070303";"HORIZON.2.3";"Civil Security for Society";"true"
"101060142";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101060142";"HORIZON.2.6.7";"Circular Systems";""
"101060703";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101060703";"HORIZON.2.6.6";"Bio-based Innovation Systems in the EU Bioeconomy";""
"101060537";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101060537";"HORIZON.2.6.6";"Bio-based Innovation Systems in the EU Bioeconomy";""
"101069740";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069740";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101069610";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069610";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101065079";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101057400";"HORIZON.2.1";"Health";"true"
"101057400";"HORIZON.2.1.5";"Tools, Technologies and Digital Solutions for Health and Care, including personalised medicine";""
"101062870";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101058236";"HORIZON.2.4.1";"Manufacturing Technologies";""
"101058236";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101052595";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062995";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064206";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062690";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101057673";"HORIZON.2.1";"Health";"true"
"101057673";"HORIZON.2.1.5";"Tools, Technologies and Digital Solutions for Health and Care, including personalised medicine";""
"101069490";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101069490";"HORIZON.2.4.2";"Key Digital Technologies";""
"190155254";"HORIZON.3.1.2";"The Accelerator";""
"190155254";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101071876";"HORIZON.3.2";"European innovation ecosystems";"true"
"101058039";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101064466";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063802";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"190148354";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101067180";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066790";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063718";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101079183";"HORIZON.4.1.2";"Twinning";""
"101079183";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101060428";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101060428";"HORIZON.2.6.7";"Circular Systems";""
"101070141";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070141";"HORIZON.2.4.7";"Advanced Computing and Big Data";""
"101070122";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070122";"HORIZON.2.4.7";"Advanced Computing and Big Data";""
"101060888";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065967";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101057388";"HORIZON.1.3";"Research infrastructures";"true"
"101057388";"HORIZON.1.3.1";"Consolidating and Developing the Landscape of European Research Infrastructures";""
"101046790";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046790";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101067606";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101046294";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046294";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101058479";"HORIZON.1.3";"Research infrastructures";"true"
"101058479";"HORIZON.1.3.1";"Consolidating and Developing the Landscape of European Research Infrastructures";""
"101067269";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061016";"HORIZON.2.2";"Culture, creativity and inclusive society";"true"
"101061016";"HORIZON.2.2.2";"Cultural Heritage";""
"101060660";"HORIZON.2.2";"Culture, creativity and inclusive society";"true"
"101060660";"HORIZON.2.2.2";"Cultural Heritage";""
"101058779";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101058779";"HORIZON.2.4.4";"Advanced Materials";""
"101070214";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070214";"HORIZON.2.4.7";"Advanced Computing and Big Data";""
"101057511";"HORIZON.1.3";"Research infrastructures";"true"
"101057511";"HORIZON.1.3.2";"Opening, Integrating and Interconnecting Research Infrastructures";""
"101058450";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101058450";"HORIZON.2.4.4";"Advanced Materials";""
"101070227";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070227";"HORIZON.2.4.5";"Artificial Intelligence and Robotics";""
"101070617";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070617";"HORIZON.2.4.5";"Artificial Intelligence and Robotics";""
"101058598";"HORIZON.2.4.8";"Circular Industries";""
"101058598";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101072777";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062040";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101058565";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101058565";"HORIZON.2.4.4";"Advanced Materials";""
"101057499";"HORIZON.2.1";"Health";"true"
"101057499";"HORIZON.2.1.2";"Environmental and Social Health Determinants";""
"101079429";"HORIZON.4.1.2";"Twinning";""
"101079429";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101056885";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101056885";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101056885";"HORIZON.2.5.6";"Industrial Competitiveness in Transport";""
"101058595";"HORIZON.1.3";"Research infrastructures";"true"
"101058595";"HORIZON.1.3.1";"Consolidating and Developing the Landscape of European Research Infrastructures";""
"101058595";"HORIZON.1.3.4";"Reinforcing European Research Infrastructure policy and International Cooperation";""
"101057131";"HORIZON.2.1";"Health";"true"
"101057131";"HORIZON.2.1.2";"Environmental and Social Health Determinants";""
"101056801";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101056801";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101056801";"HORIZON.2.5.6";"Industrial Competitiveness in Transport";""
"101058393";"HORIZON.4.2";"Reforming and enhancing the European R&I System";"true"
"101058393";"HORIZON.4.2.4";"Open science";""
"101058245";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101058245";"HORIZON.2.4.4";"Advanced Materials";""
"101059129";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066084";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066188";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059558";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101073952";"HORIZON.2.3.2";"Protection and Security";""
"101073952";"HORIZON.2.3";"Civil Security for Society";"true"
"101063837";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061575";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101073440";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101073921";"HORIZON.2.3.2";"Protection and Security";""
"101073921";"HORIZON.2.3";"Civil Security for Society";"true"
"101073945";"HORIZON.2.3.2";"Protection and Security";""
"101073945";"HORIZON.2.3";"Civil Security for Society";"true"
"101063805";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064013";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101058670";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101058670";"HORIZON.2.4.4";"Advanced Materials";""
"101069831";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069831";"HORIZON.2.5.3";"Energy Systems and Grids";""
"101057029";"HORIZON.2.4.1";"Manufacturing Technologies";""
"101057029";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101058078";"HORIZON.2.4.8";"Circular Industries";""
"101058078";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101073100";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101057442";"HORIZON.2.1";"Health";"true"
"101057442";"HORIZON.2.1.5";"Tools, Technologies and Digital Solutions for Health and Care, including personalised medicine";""
"101058310";"HORIZON.2.4.1";"Manufacturing Technologies";""
"101058310";"HORIZON.2.4.8";"Circular Industries";""
"101058310";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101058554";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101058554";"HORIZON.2.4.4";"Advanced Materials";""
"101057639";"HORIZON.2.1";"Health";"true"
"101057639";"HORIZON.2.1.6";"Health Care Systems";""
"101058585";"HORIZON.2.4.1";"Manufacturing Technologies";""
"101058585";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101056957";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101056957";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";""
"101070865";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101080136";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101080136";"HORIZON.2.4.2";"Key Digital Technologies";""
"101069865";"HORIZON.2.5.9";"Energy Storage";""
"101069865";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101063841";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101056973";"HORIZON.2.4.1";"Manufacturing Technologies";""
"101056973";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101069674";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101069674";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069674";"HORIZON.2.5.8";"Smart Mobility";""
"101045956";"HORIZON.2.1";"Health";"true"
"101045956";"HORIZON.2.1.4";"Infectious Diseases, including poverty-related and neglected diseases";""
"101060806";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101060806";"HORIZON.2.6.7";"Circular Systems";""
"101075665";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101075665";"HORIZON.2.5.3";"Energy Systems and Grids";""
"101059909";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101059909";"HORIZON.2.6.7";"Circular Systems";""
"101070229";"HORIZON.2.4.1";"Manufacturing Technologies";""
"101070229";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101061729";"HORIZON.2.2";"Culture, creativity and inclusive society";"true"
"101061729";"HORIZON.2.2.3";"Social and Economic Transformations";""
"101058481";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101058481";"HORIZON.2.4.4";"Advanced Materials";""
"101080086";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101080086";"HORIZON.2.4.2";"Key Digital Technologies";""
"101070155";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070155";"HORIZON.2.4.6";"Next Generation Internet";""
"101058089";"HORIZON.2.4.8";"Circular Industries";""
"101058089";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101072634";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101058158";"HORIZON.4.2";"Reforming and enhancing the European R&I System";"true"
"101058158";"HORIZON.4.2.4";"Open science";""
"101070000";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070000";"HORIZON.2.4.5";"Artificial Intelligence and Robotics";""
"101070120";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070120";"HORIZON.2.4.3";"Emerging enabling technologies";""
"101070009";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070009";"HORIZON.2.4.2";"Key Digital Technologies";""
"101069712";"HORIZON.2.5.9";"Energy Storage";""
"101069712";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101070254";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070254";"HORIZON.2.4.5";"Artificial Intelligence and Robotics";""
"101075725";"HORIZON.2.5.2";"Energy Supply";""
"101075725";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101058521";"HORIZON.2.4.1";"Manufacturing Technologies";""
"101058521";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101057901";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101057901";"HORIZON.2.4.4";"Advanced Materials";""
"101060252";"HORIZON.2.6.5";"Food Systems";""
"101060252";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101058359";"HORIZON.2.4.8";"Circular Industries";""
"101058359";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101057821";"HORIZON.2.1";"Health";"true"
"101057821";"HORIZON.2.1.3";"Non-Communicable and Rare Diseases";""
"101069838";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101069838";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069838";"HORIZON.2.5.8";"Smart Mobility";""
"101071008";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101083536";"HORIZON.2.5.2";"Energy Supply";""
"101083536";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101057679";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101070168";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070168";"HORIZON.2.4.2";"Key Digital Technologies";""
"101070281";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070281";"HORIZON.2.4.3";"Emerging enabling technologies";""
"101069796";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101069796";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069796";"HORIZON.2.5.8";"Smart Mobility";""
"101069600";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101069600";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069600";"HORIZON.2.5.8";"Smart Mobility";""
"101057961";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101057961";"HORIZON.2.4.4";"Advanced Materials";""
"101079488";"HORIZON.4.1.2";"Twinning";""
"101079488";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101070560";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070560";"HORIZON.2.4.2";"Key Digital Technologies";""
"101060534";"HORIZON.2.6.3";"Agriculture, Forestry and Rural Areas";""
"101060534";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101057765";"HORIZON.2.4.1";"Manufacturing Technologies";""
"101057765";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070672";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070672";"HORIZON.2.4.6";"Next Generation Internet";""
"101072599";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101070195";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070195";"HORIZON.2.4.2";"Key Digital Technologies";""
"101060107";"HORIZON.2.2";"Culture, creativity and inclusive society";"true"
"101060107";"HORIZON.2.2.3";"Social and Economic Transformations";""
"101056933";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101056933";"HORIZON.2.5.1";"Climate Science and Solutions";""
"101070114";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070114";"HORIZON.2.4.2";"Key Digital Technologies";""
"101058328";"HORIZON.2.4.1";"Manufacturing Technologies";""
"101058328";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101079773";"HORIZON.1.3";"Research infrastructures";"true"
"101079773";"HORIZON.1.3.1";"Consolidating and Developing the Landscape of European Research Infrastructures";""
"101072578";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101072531";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101069644";"HORIZON.2.5.9";"Energy Storage";""
"101069644";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101077433";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101077433";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101077433";"HORIZON.2.5.8";"Smart Mobility";""
"101058371";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101058371";"HORIZON.2.4.4";"Advanced Materials";""
"101059954";"HORIZON.2.6.5";"Food Systems";""
"101059954";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101079123";"HORIZON.4.1.2";"Twinning";""
"101079123";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101071485";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101074135";"HORIZON.2.1";"Health";"true"
"101074135";"HORIZON.2.1.5";"Tools, Technologies and Digital Solutions for Health and Care, including personalised medicine";""
"101057369";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070093";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070093";"HORIZON.2.4.5";"Artificial Intelligence and Robotics";""
"101057622";"HORIZON.2.1";"Health";"true"
"101057622";"HORIZON.2.1.2";"Environmental and Social Health Determinants";""
"101073913";"HORIZON.2.3.1";"Disaster-Resilient Societies";""
"101073913";"HORIZON.2.3.2";"Protection and Security";""
"101073913";"HORIZON.2.3";"Civil Security for Society";"true"
"101070477";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070477";"HORIZON.2.4.2";"Key Digital Technologies";""
"101046937";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046937";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101070581";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070581";"HORIZON.2.4.2";"Key Digital Technologies";""
"101064640";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101075605";"HORIZON.2.5.2";"Energy Supply";""
"101075605";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101058516";"HORIZON.1.3";"Research infrastructures";"true"
"101058516";"HORIZON.1.3.3";"The innovation potential of European Research Infrastructures and activities for Innovation and Training";""
"101060778";"HORIZON.2.6.3";"Agriculture, Forestry and Rural Areas";""
"101060778";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101046203";"HORIZON.1.3";"Research infrastructures";"true"
"101046203";"HORIZON.1.3.1";"Consolidating and Developing the Landscape of European Research Infrastructures";""
"101070817";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101079421";"HORIZON.4.1.2";"Twinning";""
"101079421";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101079043";"HORIZON.1.3";"Research infrastructures";"true"
"101079043";"HORIZON.1.3.1";"Consolidating and Developing the Landscape of European Research Infrastructures";""
"101075527";"HORIZON.2.5.2";"Energy Supply";""
"101075527";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101079961";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101079961";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101070417";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070417";"HORIZON.2.4.3";"Emerging enabling technologies";""
"101061001";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101061001";"HORIZON.2.6.1";"Environmental Observation";""
"101083409";"HORIZON.2.5.2";"Energy Supply";""
"101083409";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069890";"HORIZON.2.5.9";"Energy Storage";""
"101069890";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101075068";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101075068";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101075068";"HORIZON.2.5.8";"Smart Mobility";""
"101069601";"HORIZON.2.3.3";"Cybersecurity";""
"101069601";"HORIZON.2.3";"Civil Security for Society";"true"
"101057083";"HORIZON.2.4.1";"Manufacturing Technologies";""
"101057083";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101058756";"HORIZON.2.4.8";"Circular Industries";""
"101058756";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101075660";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101075660";"HORIZON.2.5.3";"Energy Systems and Grids";""
"101060784";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101060784";"HORIZON.2.6.1";"Environmental Observation";""
"101070596";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070596";"HORIZON.2.4.5";"Artificial Intelligence and Robotics";""
"101070506";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070506";"HORIZON.2.4.2";"Key Digital Technologies";""
"101076447";"HORIZON.4.1.2";"Twinning";""
"101076447";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101058537";"HORIZON.4.2";"Reforming and enhancing the European R&I System";"true"
"101058537";"HORIZON.4.2.8";"Gender equality";""
"101062130";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101046231";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046231";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101058426";"HORIZON.2.4.1";"Manufacturing Technologies";""
"101058426";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101073551";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101070524";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070524";"HORIZON.2.4.5";"Artificial Intelligence and Robotics";""
"101057309";"HORIZON.2.1";"Health";"true"
"101057309";"HORIZON.2.1.5";"Tools, Technologies and Digital Solutions for Health and Care, including personalised medicine";""
"101072449";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061023";"HORIZON.2.6.5";"Food Systems";""
"101061023";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101073386";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067759";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063656";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101072491";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101073471";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101070192";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070192";"HORIZON.2.4.6";"Next Generation Internet";""
"101067123";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101079119";"HORIZON.4.1.2";"Twinning";""
"101079119";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101058487";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101058487";"HORIZON.2.4.4";"Advanced Materials";""
"101072827";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101072598";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059888";"HORIZON.2.6.3";"Agriculture, Forestry and Rural Areas";""
"101059888";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101057992";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101057992";"HORIZON.2.4.4";"Advanced Materials";""
"101066910";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101070250";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070250";"HORIZON.2.4.6";"Next Generation Internet";""
"101073542";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101058520";"HORIZON.2.4.1";"Manufacturing Technologies";""
"101058520";"HORIZON.2.4.8";"Circular Industries";""
"101058520";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101072924";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101081466";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067706";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101056857";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101056857";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101056857";"HORIZON.2.5.6";"Industrial Competitiveness in Transport";""
"101061548";"HORIZON.2.2";"Culture, creativity and inclusive society";"true"
"101061548";"HORIZON.2.2.2";"Cultural Heritage";""
"101057454";"HORIZON.2.1";"Health";"true"
"101057454";"HORIZON.2.1.1";"Health throughout the Life Course";""
"101067234";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101070176";"HORIZON.2.3.3";"Cybersecurity";""
"101070176";"HORIZON.2.3";"Civil Security for Society";"true"
"101073554";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067475";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
