,title,price,link,shop_url,location
54,Easter dog sweater with rabbit for small dogs  Handmade Easter bunny outfit for cat Easter gifts for pet,49.00,https://www.etsy.com/listing/1175977839/easter-dog-sweater-with-rabbit-for-small?click_key=aeb2b8e383546633a7ca436b63145dfc09b2cdf2%3A1175977839&click_sum=811c1630&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-6-2&sts=1,https://www.etsy.com/shop/PrettyPetSweater?ref=l2-about-shopname,Ukraine
55,Pink fur sweater for a dog Fur coat for dog Sweater for dogs Dog dress Custom clothes for small dogs  Chihuahua York clothes Hoodies for dog,47.00,https://www.etsy.com/listing/1001120240/pink-fur-sweater-for-a-dog-fur-coat-for?click_key=da2e6f91578586027531014aef0b32a56fa52e69%3A1001120240&click_sum=1fbcf69e&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-6-3&sts=1,https://www.etsy.com/shop/IrinaWorldHandmade?ref=l2-about-shopname,"Kharkiv, Ukraine"
56,Pink- Gray Cable Knit Dog Sweater -Small Dog Sweater-Chihuahua sweater-Pet Sweater-Dog Costume Multiple sizes,21.00,https://www.etsy.com/listing/683851767/pink-gray-cable-knit-dog-sweater-small?click_key=69cc51db29d5859be9f5dfa3c5b0598664150a7b%3A683851767&click_sum=88e5e63d&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-6-4&cns=1&sts=1,https://www.etsy.com/shop/Billeshop?ref=l2-about-shopname,
57,Chunky Dog Sweater Easy Crochet Pattern | Beginner | Instant Digital Download PDF Pattern,4.51,https://www.etsy.com/listing/1094365256/chunky-dog-sweater-easy-crochet-pattern?click_key=286f6b0e8e7c99fc51750e7abf84431b5bdd4ac9%3A1094365256&click_sum=454ecb1b&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-6-5,https://www.etsy.com/shop/CrochetByKirby?ref=l2-about-shopname,"Leeds, United Kingdom"
58,Fuchsia Dog Hoodie - Hot Pink Dog Sweater - Fuchsia Dog Jumper - Dog/Puppy Clothing,15.02,https://www.etsy.com/listing/698448123/fuchsia-dog-hoodie-hot-pink-dog-sweater?click_key=237f64bdfa986f3640ccb2b190ac5032a233fae2%3A698448123&click_sum=ec15454f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-6-6,https://www.etsy.com/shop/RichPaw?ref=l2-about-shopname,"Bournemouth, United Kingdom"
59,"Bundle 6 sizes Dog Hoodie Digital Sewing Pattern Pdf, Dog Raglan T-shirt Pattern, Dog Sweatshirt Pdf, Dog Pullover Sewing Pdf",10.00,https://www.etsy.com/listing/1224430514/bundle-6-sizes-dog-hoodie-digital-sewing?click_key=1f71d328701d8e9ccbc2d9df2fce291139dc9d90%3A1224430514&click_sum=7360f4c0&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-6-7,https://www.etsy.com/shop/Palindromi?ref=l2-about-shopname,"Sofia, Bulgaria"
60,Dachshund Dog T-Shirt PDF Pattern ALL SIZES,7.99,https://www.etsy.com/listing/569933252/dachshund-dog-t-shirt-pdf-pattern-all?click_key=727bbf8f6cb433c249020994a559e07281f59f0e%3A569933252&click_sum=6fa37283&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-6-8&pro=1,https://www.etsy.com/shop/TheTailoress?ref=l2-about-shopname,"England, United Kingdom"
61,Dog apparel / Hand-knit dog sweater / Warm dog clothes / Dog jacket / Pet clothing /Dog coat / Dog outfits / Dog jumper / Size M,54.57,https://www.etsy.com/listing/462579328/dog-apparel-hand-knit-dog-sweater-warm?click_key=5f367a88a918f016da8a2d04b83b56f744f93b87%3A462579328&click_sum=9e481224&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-7-1&frs=1&sts=1,https://www.etsy.com/shop/DesignedForDog?ref=l2-about-shopname,"Riga, Latvia"
62,"Extra Small Dog T-shirt Sewing Pattern, Small Dog Clothes Pattern, Dog Sweater Pattern, Blouse Dog PDF, Clothes Pet, Top Dog PDF, Blouse Dog",3.00,https://www.etsy.com/listing/941659366/extra-small-dog-t-shirt-sewing-pattern?click_key=f3a1c6e720fc30d1e16c8f90b4297fb2aa7df11a%3A941659366&click_sum=0f61b094&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-7-2,https://www.etsy.com/shop/Palindromi?ref=l2-about-shopname,"Sofia, Bulgaria"
63,MEDIUM Dog Sweater PDF Sewing Pattern,7.84,https://www.etsy.com/listing/497112086/medium-dog-sweater-pdf-sewing-pattern?click_key=d178d934e4e1576c4bb2525186a477234bb02682%3A497112086&click_sum=1bbf83eb&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-7-3&pro=1,https://www.etsy.com/shop/TheTailoress?ref=l2-about-shopname,"England, United Kingdom"
64,"Dog  Knitting Sweater, Small Dog Sweater, Dog Sleeveless Sweater, Knited Dog Sweater, Dog Coat, Handmade Dog Sweater",21.41,https://www.etsy.com/listing/984027563/dog-knitting-sweater-small-dog-sweater?click_key=a1282447b5421d00ef0aa0b71ada232c511c6865%3A984027563&click_sum=bd5c172b&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-7-4&pro=1,https://www.etsy.com/shop/LuckyDogKnit?ref=l2-about-shopname,Europe
65,Caldo Maglioncino 100% cashmere per cani di piccola taglia handmade made in Italy cane piccolo small dog teacup jumper dog sweater,43.85,https://www.etsy.com/listing/880669943/caldo-maglioncino-100-cashmere-per-cani?click_key=bef8fbf92cd54fda2479e496f3266cc06ed5a093%3A880669943&click_sum=a83d9d8e&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-7-5,https://www.etsy.com/shop/bebamazzanti66?ref=l2-about-shopname,"City of London, United Kingdom"
66,Dog Hoodie / Dog hooded sweater - Handmade fleece lined hoodie for dogs - Dark Green,37.59,https://www.etsy.com/listing/511619505/dog-hoodie-dog-hooded-sweater-handmade?click_key=1a84182cdf3a494b078fe37bc8f5ae4cfbb75c23%3A511619505&click_sum=b36b4cfb&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-7-6,https://www.etsy.com/shop/AbsoluteHound?ref=l2-about-shopname,"Newcastle upon Tyne, United Kingdom"
67,Warm jacket for a big dog;  Dog clothes; natural wool yarn  sweater for vizsla; costume for large dog; dog jacket; large dog sweater,92.76,https://www.etsy.com/listing/909390108/warm-jacket-for-a-big-dog-dog-clothes?click_key=006e332165e7e616dd04e553939d924ecd116d4c%3A909390108&click_sum=2fb60393&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-7-7&frs=1,https://www.etsy.com/shop/LigEdHandmade?ref=l2-about-shopname,"Liepāja, Latvia"
68,3 x sizes small to medium size Crochet Pattern  Turtle neck dog Sweater  in DK Yarn **PDF Instant Download** Pattern ONLY,3.75,https://www.etsy.com/listing/741943038/3-x-sizes-small-to-medium-size-crochet?click_key=e2c6416f928efa8c0489c5b03bf6368aa6d3ac79%3A741943038&click_sum=3a0dea48&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-7-8,https://www.etsy.com/shop/OpulentEssenceStore?ref=l2-about-shopname,"Kelty, United Kingdom"
69,Small Dog Sweater-Chihuahua sweater-Pet Sweater-Dog Costume -Knitted Dog Sweater Size S,24.00,https://www.etsy.com/listing/247003786/small-dog-sweater-chihuahua-sweater-pet?click_key=2ddf22f6356c4d73ef27f7a37dfc814447799ab7%3A247003786&click_sum=9dfbf6a4&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_grid-4413-8-1&sts=1,https://www.etsy.com/shop/Billeshop?ref=l2-about-shopname,
70,Caldo Maglioncino 100% cashmere cashmere per cani di piccola taglia handmade made in Italy cane piccolo small dog teacup jumper dog sweater,50.12,https://www.etsy.com/listing/899830059/caldo-maglioncino-100-cashmere-cashmere?click_key=721509f782090f55bffad8c7833cd7ed8ee80063%3A899830059&click_sum=1bc097d0&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_grid-4413-8-2,https://www.etsy.com/shop/bebamazzanti66?ref=l2-about-shopname,"City of London, United Kingdom"
71,Pack of 2 Dog Sweaters | Wool Dog Sweater | Cable-knit Wool Dog Sweater | Handmade Dog Sweater | Knitted Dog Sweater | Knit Dog Sweater,70.94,https://www.etsy.com/listing/853621737/pack-of-2-dog-sweaters-wool-dog-sweater?click_key=0528ca91ed793a36b3f4604dd924cabd8f5a53d7%3A853621737&click_sum=0cdce002&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_grid-4413-8-3&frs=1,https://www.etsy.com/shop/CatellaPets?ref=l2-about-shopname,
72,33 cm length dog unisex sweater. Handmade from LUXURY italian silk mohair. Ready to ship.,33.99,https://www.etsy.com/listing/910517744/33-cm-length-dog-unisex-sweater-handmade?click_key=097646a1c14ead73d789d8e85af5bd87e46413ff%3A910517744&click_sum=898bca82&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_grid-4413-8-4&pro=1,https://www.etsy.com/shop/becauseofcrochet?ref=l2-about-shopname,"Fubine, Italy"
73,"Eco Cashmere 100% Small dog sweater, Luxury chihuahua sweater, Precious chihuahua jumper, Eco friendly dog coat Knit, teacup dog sweater",58.00,https://www.etsy.com/listing/733401913/eco-cashmere-100-small-dog-sweater?click_key=77785b0cf7e86c2e0c2b4111129c5195ffda0ced%3A733401913&click_sum=c931a82c&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_grid-4413-8-5&frs=1&sca=1&sts=1,https://www.etsy.com/shop/nerina52?ref=l2-about-shopname,"Venice, Italy"
74,PINE-APPAW-LICIOUS Dog Sweatshirt - Pineapple Pattern Dog Sweater - Pineapple Blue Dog Jumper - Dog/Puppy Clothing,18.78,https://www.etsy.com/listing/1094310254/pine-appaw-licious-dog-sweatshirt?click_key=b90a691f80e096ba471a3fc5a089f8b711bff563%3A1094310254&click_sum=daffdc6d&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_grid-4413-8-6,https://www.etsy.com/shop/RichPaw?ref=l2-about-shopname,"Bournemouth, United Kingdom"
75,Small dog sweater / Chihuahua coat / Chihuahua sweater / Chihuahua clothing / Pets Fashion Gift / Pets Clothing / Handmade Dog Sweater,17.53,https://www.etsy.com/listing/214010137/small-dog-sweater-chihuahua-coat?click_key=c43b30b50898864a35ad01c24c90f7c539c5accf%3A214010137&click_sum=00e7d2a6&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_grid-4413-8-7,https://www.etsy.com/shop/PetsParade?ref=l2-about-shopname,
76,Dog Sweater / Dog jumper - Handmade fleece lined sweatshirt for dogs - Dark Grey,31.32,https://www.etsy.com/listing/511631921/dog-sweater-dog-jumper-handmade-fleece?click_key=c5e8890f73bc4832bcbe2b7147a44946180d1aa8%3A511631921&click_sum=7384fc1e&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_grid-4413-8-8&etp=1,https://www.etsy.com/shop/AbsoluteHound?ref=l2-about-shopname,"Newcastle upon Tyne, United Kingdom"
77,Halloween dog clothes Halloween dog costume Halloween dog sweater pumpkin dog sweater dog clothes dog costume for halloween halloween puppy,22.00,https://www.etsy.com/listing/197269077/halloween-dog-clothes-halloween-dog?click_key=09c94ece69fd068d39407d77acfbb4f13c4c19d1%3A197269077&click_sum=2921addf&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-9-1,https://www.etsy.com/shop/CleverTail?ref=l2-about-shopname,
78,"Personalized dog sweater with initials, dog clothes with letter of name, dog clothes with initials, monogram dog sweater",24.00,https://www.etsy.com/listing/958099994/personalized-dog-sweater-with-initials?click_key=829d6770b2de1e267b6fb43cb12dbdfd5aad850c%3A958099994&click_sum=4b658101&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-9-2&sts=1,https://www.etsy.com/shop/dachshundknits?ref=l2-about-shopname,"Kyiv, Ukraine"
79,Sweater for large dogs / Warm winter dog coat / Custom made to order / Big dog clothes,120.05,https://www.etsy.com/listing/1039505921/sweater-for-large-dogs-warm-winter-dog?click_key=1dc992692179a72fd1e6116011db4d09e7479541%3A1039505921&click_sum=4e75115c&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-9-3&frs=1,https://www.etsy.com/shop/MioMyDog?ref=l2-about-shopname,"Riga, Latvia"
80,Warm thick snood with 60% wool - winter dog snood - Cocker snood - snood for Basset Hound - dog ears protection - tartan snood for dogs,12.00,https://www.etsy.com/listing/1139365085/warm-thick-snood-with-60-wool-winter-dog?click_key=29767254a647ea2a7bc377265447a39fa0db14bb%3A1139365085&click_sum=9136605a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-9-4,https://www.etsy.com/shop/SnoodsByUgneWinner?ref=l2-about-shopname,"Vilnius, Lithuania"
81,"Hand Knitted Aran Dog Sweaters, Dog Jumpers. Hand knitted in South West Ireland with a Honeycomb cable pattern in Acrylic/Wool mix",28.37,https://www.etsy.com/listing/1316653654/hand-knitted-aran-dog-sweaters-dog?click_key=c852e78be6aac28ba20fd919c250c7f3e3582d6b%3A1316653654&click_sum=04931da0&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-9-5&sts=1,https://www.etsy.com/shop/IrishSmallKnits?ref=l2-about-shopname,"Bantry, Ireland"
82,Crochet Valentine Dog Sweater Pattern | Grey White Heart | Valentine | Instant Digital Download PDF Pattern,5.01,https://www.etsy.com/listing/1143985968/crochet-valentine-dog-sweater-pattern?click_key=888eeb498198e03d1a26ed97790e21df09f32821%3A1143985968&click_sum=71ce059b&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-9-6,https://www.etsy.com/shop/CrochetByKirby?ref=l2-about-shopname,"Leeds, United Kingdom"
83,Black natural woll ;knitted dog sweater; Warm jumper for a dog;  Dog clothes; costume for large dog; large dog sweater;sweater for vizsla,92.76,https://www.etsy.com/listing/1190804184/black-natural-woll-knitted-dog-sweater?click_key=61e20bea896dfa646b1592f361aa2d50610953cc%3A1190804184&click_sum=69a6ddea&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-9-7&frs=1,https://www.etsy.com/shop/LigEdHandmade?ref=l2-about-shopname,"Liepāja, Latvia"
84,"Personalization Dog Sweater With Letter, Knitted Dog Jumper, Weasley Inspired Sweater for Dog, Custom Dog Sweater, Bulldog Sweater",40.00,https://www.etsy.com/listing/737695171/personalization-dog-sweater-with-letter?click_key=8389f37565e527563d461055cba5e98efb4ed196%3A737695171&click_sum=c6cdd273&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-9-8,https://www.etsy.com/shop/FamilyDogShop?ref=l2-about-shopname,"Kyiv, Ukraine"
85,Gray Dog Knit Clothes With Pink Flower Coat Jacket Knit Petwear Rabbit Guinea Pig Roar Dog Pullover Cat Apparel Chihuahua Teacup,21.80,https://www.etsy.com/listing/1069552117/gray-dog-knit-clothes-with-pink-flower?click_key=f6a9eae285cbd4a59d4888999923f793968e5b70%3A1069552117&click_sum=8c1945d1&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-10-1&sca=1&sts=1,https://www.etsy.com/shop/PoshDogBoutique?ref=l2-about-shopname,Bulgaria
86,Crochet Pattern - Crochet Dog Outfit Pattern - Dog Pattern - Dog Jumper Pattern - Dog Sweater Pattern - 4 Sizes - CP66,4.49,https://www.etsy.com/listing/28290486/crochet-pattern-crochet-dog-outfit?click_key=07ba4239b4124347008968e2940825669bfec04e%3A28290486&click_sum=c9bd50f0&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-10-2&sts=1,https://www.etsy.com/shop/ShiFio?ref=l2-about-shopname,"Nairn, United Kingdom"
87,"dog sweater/ autum sweater/ Warm jacket for a big dog/wool sweater for vizsla/costume for dog/ large dog sweater/No Acrylic, Eco-Friendly",92.76,https://www.etsy.com/listing/1148924065/dog-sweater-autum-sweater-warm-jacket?click_key=6ef548e51b4d17ef1a2242bf2397fe0bcb5c6177%3A1148924065&click_sum=28bdefd8&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-10-3&frs=1,https://www.etsy.com/shop/LigEdHandmade?ref=l2-about-shopname,"Liepāja, Latvia"
88,PDF DIGITAL DOWNLOAD Quilted dog coat (3 sizes) Sewing Pattern,7.51,https://www.etsy.com/listing/1170520175/pdf-digital-download-quilted-dog-coat-3?click_key=860c130d060e6cb34d06d7fb255ae69eed9e9d36%3A1170520175&click_sum=c23ebbfd&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-10-4,https://www.etsy.com/shop/OwlandSewingCat?ref=l2-about-shopname,"Robertsbridge, United Kingdom"
89,Dog coat / sweater in Alpaca and merino wool,49.04,https://www.etsy.com/listing/883071533/dog-coat-sweater-in-alpaca-and-merino?click_key=ff5eb91c1fb05e5ca6e88fc27deb43d8ccf73693%3A883071533&click_sum=6891554e&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-10-5,https://www.etsy.com/shop/LARRAS?ref=l2-about-shopname,"Stockholm, Sweden"
90,"Knitting Pattern: Dog Coats in DK Yarn. Three Dog Coats for Small, Medium and Large Dogs. Dog Coats Knitting Pattern",5.63,https://www.etsy.com/listing/934637956/knitting-pattern-dog-coats-in-dk-yarn?click_key=ffbc01402d50ee09072e1bb226291d8a13ed2262%3A934637956&click_sum=47620f89&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-10-6&sts=1,https://www.etsy.com/shop/YardandYarnCrafts?ref=l2-about-shopname,United Kingdom
91,Custom Personalised Dog Puppy Pet T-SHIRT Clothes Name Funny- XXS-4XL- Choose your own text/logo/photo- 12 colours- 100% Cotton-Short Sleeve,16.28,https://www.etsy.com/listing/1062608989/custom-personalised-dog-puppy-pet-t?click_key=93b7adaf4e51cadd8c20f077dc6caffec372db76%3A1062608989&click_sum=70be45ae&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-10-7,https://www.etsy.com/shop/KapowClothingUK?ref=l2-about-shopname,"Northampton, United Kingdom"
92,"Medium Dog Fleece Polo Sewing Pattern, Sewing Pattern PDF, turtleneck Pattern,Dog Blouse Pattern, Dog Jacket Pattern,Dog's Hoodie Pattern",3.00,https://www.etsy.com/listing/1148442296/medium-dog-fleece-polo-sewing-pattern?click_key=90de3809790b79830477e7ef392cd1e4af1282e6%3A1148442296&click_sum=84c9fa15&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-10-8,https://www.etsy.com/shop/Palindromi?ref=l2-about-shopname,"Sofia, Bulgaria"
93,Aqua Dog Hoodie - Aqua Dog Sweater - Aqua Dog Jumper - Dog/Puppy Clothing,15.02,https://www.etsy.com/listing/643837722/aqua-dog-hoodie-aqua-dog-sweater-aqua?click_key=b941eee1523017552de4024b13fdaa46243d6947%3A643837722&click_sum=891e2c3a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-11-1,https://www.etsy.com/shop/RichPaw?ref=l2-about-shopname,"Bournemouth, United Kingdom"
94,"Matching dog and owner organic cotton pullover set, twinning small dog and puppy sweater, cat pullover, dog dad Christmas gift",35.00,https://www.etsy.com/listing/1318475130/matching-dog-and-owner-organic-cotton?click_key=2e857cb366c60798736af432ef376779bb33f073%3A1318475130&click_sum=735e601b&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-11-2&pro=1&frs=1&sts=1,https://www.etsy.com/shop/OLLIpets?ref=l2-about-shopname,
95,"Knitted Sweater For Dogs, Personalized Dog Jumper With Pattern, Woolen Dog Sweater, Clothes for Big and Small Dogs",40.00,https://www.etsy.com/listing/730050877/knitted-sweater-for-dogs-personalized?click_key=34356031c61a9d4b5de7368157e6536e5d26d108%3A730050877&click_sum=f0fa515f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-11-3,https://www.etsy.com/shop/FamilyDogShop?ref=l2-about-shopname,"Kyiv, Ukraine"
96,"6.5"" Hand Knitted DOG PUPPY jumper sweater",11.26,https://www.etsy.com/listing/1084642276/65-hand-knitted-dog-puppy-jumper-sweater?click_key=2edae6d197fdb79f7e7b3092b1fc93a60a61650c%3A1084642276&click_sum=209acec4&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-11-4,https://www.etsy.com/shop/misulestercraft?ref=l2-about-shopname,"Bristol, United Kingdom"
97,3 x Sizes Crochet Dog Sweater/Coat pattern in ARAN Yarn **PDF Instant Download** Pattern ONLY,3.75,https://www.etsy.com/listing/781241985/3-x-sizes-crochet-dog-sweatercoat?click_key=109c60faf0b7774de8aebe6aa4f4653ee1c1645c%3A781241985&click_sum=409ffff3&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-11-5,https://www.etsy.com/shop/OpulentEssenceStore?ref=l2-about-shopname,"Kelty, United Kingdom"
98,"Dog sweater knitting pattern, dog sweater pattern, dog sweater, dog clothes, dog jumper pattern, dog sweater small, medium, large,",7.52,https://www.etsy.com/listing/792030555/dog-sweater-knitting-pattern-dog-sweater?click_key=9d449856bfed31624988d0ee1f513b16f079c11d%3A792030555&click_sum=19a60b3f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-11-6,https://www.etsy.com/shop/HandyLittleMe?ref=l2-about-shopname,"Newcastle upon Tyne, United Kingdom"
99,"Cable Knit Dog Sweater, Fisherman Dog Sweater, Turtleneck Dog Jumper, Pet Pullover, Thick Dog Sweater, Small Dog Jumper, Large Dog Sweater",30.40,https://www.etsy.com/listing/899369860/cable-knit-dog-sweater-fisherman-dog?click_key=e19d84496a992644164d14c278d9be116256bcb9%3A899369860&click_sum=784877fc&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-11-7&pro=1&sts=1,https://www.etsy.com/shop/TilkilopShop?ref=l2-about-shopname,"Trabzon, Turkey"
100,Tweed tuxedo dog suit harness Made to Measure. Choose your own suit and tie colours Perfect for weddings,68.91,https://www.etsy.com/listing/724559462/tweed-tuxedo-dog-suit-harness-made-to?click_key=8bc04b15e643b2b521f9105566687c9cbd01e64b%3A724559462&click_sum=7460736b&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-11-8&bes=1,https://www.etsy.com/shop/MuttsandMarriage?ref=l2-about-shopname,"Upminster, United Kingdom"
101,Wool Dog Sweater | Knitted Dog Sweater | White Dog Sweater | Handmade Dog Sweater | Knit Dog Sweater |Custom Dog Sweater,38.20,https://www.etsy.com/listing/800569755/wool-dog-sweater-knitted-dog-sweater?click_key=89c4800d470c846acc6e323b54436c80b96e0bb9%3A800569755&click_sum=91a398a1&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_grid-423553-12-1&frs=1,https://www.etsy.com/shop/CatellaPets?ref=l2-about-shopname,
102,"Tracksuit for Dog, Dog Suit, Dog Сostumes, Pyjama for Dog, Dog Tracksuit, Dog clothes, Pet clothes, Dog coat, Dog Jacket, Dog Sweater",37.00,https://www.etsy.com/listing/1272000322/tracksuit-for-dog-dog-suit-dog-sostumes?click_key=8104823bfa77a042799132e6032ba65cd94f96bc%3A1272000322&click_sum=ed04f48e&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_grid-423553-12-2,https://www.etsy.com/shop/DogsBomba?ref=l2-about-shopname,"Kharkiv, Ukraine"
103,"Dog sweater knitting pattern, dog sweater pattern, dog sweater, dog clothes, dog jumper pattern, dog sweater small, medium, large,",7.52,https://www.etsy.com/listing/1185207399/dog-sweater-knitting-pattern-dog-sweater?click_key=b64bb90b83a975f2465c842452aec66581d94795%3A1185207399&click_sum=2c302c03&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_grid-423553-12-3,https://www.etsy.com/shop/HandyLittleMe?ref=l2-about-shopname,"Newcastle upon Tyne, United Kingdom"
104,Handmade knitted sweater for dogs/Вязаный свитер для собак ручной работы,48.02,https://www.etsy.com/listing/1315095916/handmade-knitted-sweater-for-dogsvazanyj?click_key=594559ddda8934df08c28b9722243b1e1eb38d76%3A1315095916&click_sum=91961d24&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_grid-423553-12-4&frs=1,https://www.etsy.com/shop/ClassyDogEE?ref=l2-about-shopname,
105,Knit sweater for dog with name and paw. Personalized turtleneck hand knitted dog jumper with name. Custom knit dog clothes.,21.00,https://www.etsy.com/listing/1111448652/knit-sweater-for-dog-with-name-and-paw?click_key=1e21e8a942971bdc82b1655654ca25aeb689d967%3A1111448652&click_sum=3d3f40ad&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_grid-423553-12-5,https://www.etsy.com/shop/ZetStarHandmade?ref=l2-about-shopname,"Ankara, Turkey"
106,Christmas Bow Ties For Dogs | BOX OF 25 | Dog Groomer Bows | Xmas Bow Ties | Collar Bows | Cute Christmas Bows For Dogs | Dog Grooming,32.56,https://www.etsy.com/listing/1306446638/christmas-bow-ties-for-dogs-box-of-25?click_key=cf4d893bc734ef4a88b3d91ebe9e5a07314703eb%3A1306446638&click_sum=d215c3d0&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_grid-423553-12-6&pop=1&sts=1,https://www.etsy.com/shop/BowTidyBows?ref=l2-about-shopname,"Chichester, United Kingdom"
107,Luxury winter Dog coats waterproof sheepskin fleece warm and stylish Handmade Adjustable Great Gift For Winter,6.26,https://www.etsy.com/listing/645674041/luxury-winter-dog-coats-waterproof?click_key=4c046d8accace4ef054d40d277d7d99b93f06aae%3A645674041&click_sum=73a0b180&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_grid-423553-12-7,https://www.etsy.com/shop/HowlersBoutiqueGifts?ref=l2-about-shopname,"Portsmouth, United Kingdom"
